Arachis_gene_ID,Lotus_gene_ID,Percent_identity,Alignment_length,Mismatches,Gap_opens,Q_start,Q_end,S_start,S_end,E_value,Bit_score
SDMP01000015.1,XM_057590951.1,76.471,833,135,19,15909593,15910373,2833,2010,3.9499999999999996e-104,396.0
SDMP01000015.1,XM_057590951.1,83.827,371,53,4,18779669,18780034,699,1067,4.0299999999999996e-89,346.0
SDMP01000015.1,XM_057590951.1,78.839,534,92,13,15805452,15805976,2808,2287,1.87e-87,340.0
SDMP01000015.1,XM_057590951.1,78.175,559,101,11,15793534,15794083,2833,2287,2.4300000000000003e-86,337.0
SDMP01000015.1,XM_057590951.1,78.097,557,92,16,15868002,15868538,2833,2287,5.25e-83,326.0
SDMP01000015.1,XM_057571479.1,81.494,589,88,6,211812,212379,326,914,1.07e-124,464.0
SDMP01000015.1,XM_057594520.1,78.062,743,155,8,142370664,142371402,1529,791,3.84e-124,462.0
SDMP01000015.1,XM_057570712.1,80.195,616,120,2,7444877,7445491,601,1215,1.3800000000000002e-123,460.0
SDMP01000015.1,XM_057570712.1,93.056,72,5,0,7443977,7444048,137,208,7.45e-17,106.0
SDMP01000015.1,XM_057568785.1,79.204,678,130,9,10354025,10354698,318,988,1.3800000000000002e-123,460.0
SDMP01000015.1,XM_057569739.1,81.514,568,93,11,154835319,154835881,406,966,1.78e-122,457.0
SDMP01000015.1,XM_057600510.1,78.932,674,136,6,151529114,151529784,813,1483,2.31e-121,453.0
SDMP01000015.1,XM_057593659.1,85.882,425,60,0,154557762,154558186,1359,935,2.31e-121,453.0
SDMP01000015.1,XM_057593659.1,86.256,211,29,0,154559183,154559393,782,572,4.23e-54,230.0
SDMP01000015.1,XM_057593659.1,92.208,154,12,0,154558914,154559067,934,781,9.17e-51,219.0
SDMP01000015.1,XM_057593659.1,93.396,106,6,1,154557038,154557142,1456,1351,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057593657.1,85.882,425,60,0,154557762,154558186,1289,865,2.31e-121,453.0
SDMP01000015.1,XM_057593657.1,86.256,211,29,0,154559183,154559393,712,502,4.23e-54,230.0
SDMP01000015.1,XM_057593657.1,92.208,154,12,0,154558914,154559067,864,711,9.17e-51,219.0
SDMP01000015.1,XM_057593657.1,93.396,106,6,1,154557038,154557142,1386,1281,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057570238.1,75.948,923,199,21,117422439,117423350,7,917,2.31e-121,453.0
SDMP01000015.1,XM_057570238.1,75.274,914,214,12,33428078,33428985,917,10,5.03e-113,425.0
SDMP01000015.1,XM_057570238.1,75.135,925,214,16,127527850,127528766,917,1,2.34e-111,420.0
SDMP01000015.1,XM_057570238.1,73.261,920,226,18,133138265,133139173,917,7,8.79e-81,318.0
SDMP01000015.1,XM_057570238.1,76.98,543,123,2,126663328,126663869,548,7,5.29e-78,309.0
SDMP01000015.1,XM_057593413.1,88.391,379,38,3,150671288,150671663,1145,770,8.3e-121,451.0
SDMP01000015.1,XM_057591132.1,86.829,410,46,7,13855238,13855640,2246,2654,8.3e-121,451.0
SDMP01000015.1,XM_057591132.1,82.787,366,61,2,13850296,13850660,560,924,5.25e-83,326.0
SDMP01000015.1,XM_057591132.1,80.046,431,80,5,13812789,13813214,495,924,1.1400000000000001e-79,315.0
SDMP01000015.1,XM_057591132.1,90.104,192,19,0,13853908,13854099,2051,2242,3.25e-60,250.0
SDMP01000015.1,XM_057591132.1,93.333,120,8,0,13851907,13852026,1253,1372,1.5599999999999999e-38,178.0
SDMP01000015.1,XM_057591132.1,91.597,119,10,0,13748553,13748671,1253,1371,1.21e-34,165.0
SDMP01000015.1,XM_057591132.1,91.597,119,10,0,13814463,13814581,1253,1371,1.21e-34,165.0
SDMP01000015.1,XM_057591132.1,90.4,125,12,0,13856174,13856298,2754,2878,1.21e-34,165.0
SDMP01000015.1,XM_057591132.1,76.471,289,60,7,13849362,13849648,69,351,3.39e-30,150.0
SDMP01000015.1,XM_057591132.1,96.429,56,2,0,13850966,13851021,1017,1072,5.8e-13,93.5
SDMP01000015.1,XM_057591132.1,92.857,56,4,0,13735486,13735541,1017,1072,1.25e-09,82.4
SDMP01000015.1,XM_057591132.1,92.857,56,4,0,13813520,13813575,1017,1072,1.25e-09,82.4
SDMP01000015.1,XM_057591985.1,88.618,369,42,0,46352617,46352985,1641,1273,2.99e-120,449.0
SDMP01000015.1,XM_057591984.1,88.618,369,42,0,46352617,46352985,1811,1443,2.99e-120,449.0
SDMP01000015.1,XM_057561740.1,88.472,373,42,1,128774815,128775186,3078,3450,2.99e-120,449.0
SDMP01000015.1,XM_057561740.1,89.787,235,23,1,128774181,128774414,2694,2928,3.18e-75,300.0
SDMP01000015.1,XM_057561740.1,90.323,217,21,0,128772666,128772882,1996,2212,8.91e-71,285.0
SDMP01000015.1,XM_057561740.1,91.228,171,15,0,128774495,128774665,2917,3087,3.2699999999999995e-55,233.0
SDMP01000015.1,XM_057561740.1,91.333,150,13,0,128770022,128770171,1435,1584,7.14e-47,206.0
SDMP01000015.1,XM_057561740.1,91.892,111,9,0,128775269,128775379,3447,3557,7.290000000000001e-32,156.0
SDMP01000015.1,XM_057561740.1,88.71,124,14,0,128767722,128767845,1027,1150,9.43e-31,152.0
SDMP01000015.1,XM_057561740.1,88.785,107,8,3,128770242,128770346,1582,1686,1.5899999999999998e-23,128.0
SDMP01000015.1,XM_057561740.1,92.683,82,6,0,128773615,128773696,2376,2457,9.56e-21,119.0
SDMP01000015.1,XM_057561740.1,89.247,93,9,1,128765271,128765363,679,770,1.24e-19,115.0
SDMP01000015.1,XM_057561740.1,92.857,70,4,1,128767031,128767100,962,1030,3.46e-15,100.0
SDMP01000015.1,XM_057593463.1,87.121,396,51,0,151670141,151670536,1580,1975,2.99e-120,449.0
SDMP01000015.1,XM_057593463.1,95.604,91,4,0,151673999,151674089,2029,2119,4.39e-29,147.0
SDMP01000015.1,XM_057593463.1,80.0,175,21,9,151674318,151674491,2456,2617,3.44e-20,117.0
SDMP01000015.1,XM_057593463.1,82.171,129,23,0,151668996,151669124,1328,1456,1.6e-18,111.0
SDMP01000015.1,XM_057593462.1,87.121,396,51,0,151670141,151670536,1590,1985,2.99e-120,449.0
SDMP01000015.1,XM_057593462.1,95.604,91,4,0,151673999,151674089,2039,2129,4.39e-29,147.0
SDMP01000015.1,XM_057593462.1,80.0,175,21,9,151674318,151674491,2466,2627,3.44e-20,117.0
SDMP01000015.1,XM_057593462.1,82.171,129,23,0,151668996,151669124,1338,1466,1.6e-18,111.0
SDMP01000015.1,XM_057566104.1,81.105,561,103,3,154040080,154040640,1207,1764,3.86e-119,446.0
SDMP01000015.1,XM_057566103.1,81.105,561,103,3,154040080,154040640,1052,1609,3.86e-119,446.0
SDMP01000015.1,XM_057592133.1,89.205,352,38,0,89764508,89764859,1394,1043,1.8e-117,440.0
SDMP01000015.1,XM_057592133.1,88.636,352,40,0,148108589,148108940,1043,1394,3.89e-114,429.0
SDMP01000015.1,XM_057592133.1,84.298,242,37,1,89767028,89767268,578,337,9.100000000000001e-56,235.0
SDMP01000015.1,XM_057592133.1,83.471,242,39,1,148106618,148106858,337,578,1.97e-52,224.0
SDMP01000015.1,XM_057592132.1,89.205,352,38,0,89764508,89764859,1323,972,1.8e-117,440.0
SDMP01000015.1,XM_057592132.1,88.636,352,40,0,148108589,148108940,972,1323,3.89e-114,429.0
SDMP01000015.1,XM_057592132.1,84.298,242,37,1,89767028,89767268,507,266,9.100000000000001e-56,235.0
SDMP01000015.1,XM_057592132.1,83.471,242,39,1,148106618,148106858,266,507,1.97e-52,224.0
SDMP01000015.1,XM_057592131.1,89.205,352,38,0,89764508,89764859,1273,922,1.8e-117,440.0
SDMP01000015.1,XM_057592131.1,88.636,352,40,0,148108589,148108940,922,1273,3.89e-114,429.0
SDMP01000015.1,XM_057592131.1,84.298,242,37,1,89767028,89767268,457,216,9.100000000000001e-56,235.0
SDMP01000015.1,XM_057592131.1,83.471,242,39,1,148106618,148106858,216,457,1.97e-52,224.0
SDMP01000015.1,XM_057592130.1,89.205,352,38,0,89764508,89764859,1277,926,1.8e-117,440.0
SDMP01000015.1,XM_057592130.1,88.636,352,40,0,148108589,148108940,926,1277,3.89e-114,429.0
SDMP01000015.1,XM_057592130.1,84.298,242,37,1,89767028,89767268,461,220,9.100000000000001e-56,235.0
SDMP01000015.1,XM_057592130.1,83.471,242,39,1,148106618,148106858,220,461,1.97e-52,224.0
SDMP01000015.1,XM_057591149.1,81.921,531,87,8,13007312,13007841,1095,1617,1.8e-117,440.0
SDMP01000015.1,XM_057591149.1,89.796,294,27,2,13006741,13007031,803,1096,1.8500000000000001e-97,374.0
SDMP01000015.1,XM_057591149.1,86.716,271,33,3,13006341,13006608,537,807,1.14e-74,298.0
SDMP01000015.1,XM_057567918.1,74.366,1143,242,37,607326,608442,511,1628,1.8e-117,440.0
SDMP01000015.1,XM_057578387.1,88.643,361,41,0,4837869,4838229,714,1074,1.8e-117,440.0
SDMP01000015.1,XM_057592506.1,88.611,360,41,0,136075222,136075581,948,589,6.46e-117,438.0
SDMP01000015.1,XM_057580514.1,81.215,543,100,2,7570337,7570878,366,907,2.32e-116,436.0
SDMP01000015.1,XM_057580513.1,81.215,543,100,2,7570337,7570878,363,904,2.32e-116,436.0
SDMP01000015.1,XM_057594362.1,85.714,413,57,2,139047957,139048368,1603,1192,8.36e-116,435.0
SDMP01000015.1,XM_057593615.1,82.353,493,87,0,154019218,154019710,1593,1101,3.89e-114,429.0
SDMP01000015.1,XM_057593615.1,93.684,95,6,0,154017652,154017746,2082,1988,5.67e-28,143.0
SDMP01000015.1,XM_057584928.1,78.582,649,137,2,501380,502027,221,868,1.4e-113,427.0
SDMP01000015.1,XM_057591900.1,86.494,385,52,0,39481075,39481459,299,683,1.8099999999999999e-112,424.0
SDMP01000015.1,XM_057595624.1,85.572,402,58,0,7444240,7444641,227,628,6.51e-112,422.0
SDMP01000015.1,XM_057592400.1,83.644,483,44,17,129796052,129796518,1034,1497,6.51e-112,422.0
SDMP01000015.1,XM_057592400.1,95.385,195,9,0,129795759,129795953,842,1036,1.47e-78,311.0
SDMP01000015.1,XM_057592400.1,87.597,258,32,0,129792716,129792973,284,541,3.18e-75,300.0
SDMP01000015.1,XM_057592400.1,92.035,113,9,0,129795043,129795155,657,769,5.6300000000000004e-33,159.0
SDMP01000015.1,XM_057564142.1,85.539,408,54,3,150326621,150327024,1600,1194,6.51e-112,422.0
SDMP01000015.1,XM_057564142.1,84.746,236,36,0,150324579,150324814,2411,2176,2.5300000000000003e-56,237.0
SDMP01000015.1,XM_057594112.1,90.282,319,31,0,143677332,143677650,952,634,8.42e-111,418.0
SDMP01000015.1,XM_057594112.1,92.5,160,12,0,143674951,143675110,1777,1618,4.23e-54,230.0
SDMP01000015.1,XM_057569194.1,85.714,392,56,0,80239232,80239623,276,667,1.09e-109,414.0
SDMP01000015.1,XM_057569194.1,89.716,282,29,0,80239704,80239985,664,945,1.44e-93,361.0
SDMP01000015.1,XM_057569194.1,85.2,250,29,4,95614441,95614689,1191,949,3.25e-60,250.0
SDMP01000015.1,XM_057592019.1,87.606,355,44,0,48440628,48440982,370,724,3.9200000000000003e-109,412.0
SDMP01000015.1,XM_057592019.1,89.706,204,21,0,48442272,48442475,835,1038,1.5e-63,261.0
SDMP01000015.1,XM_057592019.1,90.435,115,11,0,48442552,48442666,1035,1149,9.43e-31,152.0
SDMP01000015.1,XM_057592019.1,91.071,112,10,0,48445860,48445971,1641,1752,9.43e-31,152.0
XM_025815863.2,XM_057593136.1,84.485,709,108,2,77,784,96,803,0.0,699.0
XM_025815863.2,XM_057582259.1,73.906,640,149,15,141,772,431,1060,1.23e-62,241.0
XM_025790731.2,XM_057573711.1,83.829,2622,374,31,429,3031,281,2871,0.0,2447.0
XM_025790731.2,XM_057560775.1,80.835,2995,507,44,384,3350,283,3238,0.0,2289.0
XM_016307587.2,XM_057593013.1,88.442,597,69,0,860,1456,534,1130,0.0,721.0
